verb,count
يلون,1
تمثيلهم,1
تسلب,1
وصورت,1
بالالوان,1
يبطا,1
نهضويه,1
توصيليا,1
نزاعاتها,1
تقديما,1
تيماته,1
تتبن,1
بالجيران,1
تزين,1
نوازعها,1
ومكانا,1
يفتقده,1
تستحضرها,1
سوسيونصيه,1
يتت,1
جريت,1
تشبهها,1
تشغلها,1
تحركه,1
يجدده,1
يحددا,1
نضرا,1
نبيل,1
فاقدوا,1
ينوب,1
سفه,1
ناقصها,1
وشهادتنا,1
وامتازت,1
يرافقهم,1
يشاد,1
سلعا,1
يصمم,1
يحتفل,1
دنا,1
ندرتها,1
تستدل,1
يموت,1
والتلوين,1
للمبيضين,1
وطبعت,1
والملفت,1
يشفي,1
مصطلحان,1
والمؤجرين,1
والمستاجرين,1
توازيا,1
والقادريون,1
ينبعث,1
ترتهن,1
تجهيزاته,1
لبرلمان,1
يهزمهم,1
تنظيماته,1
بغيت,1
نطنب,1
رسمنا,1
وعادت,1
يرسي,1
والمعلقين,1
تداولا,1
تصويرهن,1
ينشط,1
ستعني,1
ادينا,1
والمدافعين,1
عدوان,1
تاخرهم,1
احتقان,1
تجب,1
نقصد,1
ظفرنا,1
ترسباتها,1
يتنازع,1
ثورت,1
يدعيان,1
يرسمه,1
وسرقت,1
وناشطين,1
يختصون,1
يتدربون,1
توجنا,1
اعطينا,1
تناولنه,1
لجون,1
ثمنا,1
تضيع,1
تخسرها,1
واعلاميين,1
تتبادل,1
ويتاثيرون,1
يعلمون,1
مشحونا,1
نغمي,1
للمستمعين,1
يشاركه,1
اوالدين,1
تامتين,1
تناسج,1
بمواطنين,1
ترفق,1
واستخرجت,1
يندثر,1
واحتوت,1
نموذجها,1
يدعوه,1
اتخدت,1
تخالها,1
فرنسيون,1
مؤرخون,1
تطويل,1
يخدمها,1
تتوق,1
تتلازم,1
يصصي,1
والرضوان,1
سنحاك,1
اكون,1
ستتفاقم,1
فصدرت,1
والناصريين,1
والنفسيون,1
تحكيمها,1
تصاعدها,1
تبوح,1
تحالفاتهما,1
سيتضح,1
تحفيظهم,1
تنتخب,1
تواتر,1
اخفيت,1
يوفقني,1
تخريجاته,1
يورده,1
والزيانيون,1
والحفصيون,1
يهدي,1
ياتيها,1
فعلوا,1
والاوروبيون,1
سنلاحظ,1
نحفل,1
يشملهم,1
سالتهم,1
يؤسف,1
يتبركون,1
انفذت,1
تعاونهما,1
واينعت,1
وكونت,1
نراقب,1
شهيرتين,1
مقولتين,1
تكبلها,1
تخلصت,1
فاستطاعت,1
نهجت,1
سوسيوميتريه,1
تنامت,1
تربض,1
تطلعنا,1
يستثمرون,1
وجهوا,1
حظنا,1
فيمكننا,1
ستدعي,1
اشترطت,1
تشر,1
توس,1
تقتض,1
ننا,1
عنا,1
يحرسهافمنذ,1
سردياتهن,1
ويمقت,1
يشكلوا,1
تخذ,1
تجل,1
تسل,1
نتاجاتهم,1
توظ,1
سايرت,1
يقله,1
تصح,1
بالزمكان,1
شريان,1
يبدوا,1
تعترها,1
تكبدها,1
يستمتع,1
يتركه,1
يبررها,1
تكراراتها,1
تدينه,1
تكف,1
ناطتها,1
اسمنت,1
تثور,1
تكتنف,1
ترقيع,1
تجاهلوا,1
قدروا,1
تسبيبه,1
يعترفان,1
بدواوين,1
يتطرقوا,1
ولتثبيت,1
يجني,1
يصده,1
تنكر,1
نسخت,1
وعبئت,1
تربت,1
تعتد,1
دقت,1
سياديه,1
تحتهوالمبحث,1
تقن,1
ستمد,1
توصلا,1
والذوبان,1
يكسو,1
تعليميتها,1
تشخص,1
بعدت,1
كالسودان,1
واستخلصت,1
يندي,1
نسبهم,1
تصويت,1
تملا,1
تحليليين,1
نصتا,1
اكتفوا,1
مهملين,1
ابتكروا,1
تاصل,1
ينجذب,1
تعالقا,1
يتفوقون,1
سنخوض,1
يجنب,1
ناهض,1
مقدرتنا,1
دراساتنا,1
نجحتا,1
اندثرت,1
بالطعون,1
والمنهزمين,1
نطم,1
والمستعدين,1
ستحسن,1
عددت,1
تجزئتها,1
عارضوا,1
تتماش,1
للمربيين,1
تصلح,1
يتوسل,1
ابنا,1
نؤدي,1
يعايشون,1
تطع,1
تجنس,1
لتتباين,1
يفترقان,1
تقديسا,1
مركوزون,1
ثين,1
والمست,1
ليحققوا,1
وبيانا,1
مساهمتم,1
نصيبهم,1
شرحوا,1
يماثلها,1
يخيم,1
نمودجيه,1
ناتجتين,1
تطورهن,1
عرضوا,1
يتجادل,1
كالزنا,1
عسكريهكانت,1
والوالدين,1
تنتظره,1
وتمكينا,1
ساتطرق,1
للمحكمين,1
وعولجت,1
تثقله,1
اصيبت,1
انتظارنا,1
افتراضاتنا,1
منقسمون,1
بالسؤالين,1
مسيجين,1
يراهن,1
نضجها,1
يستحقه,1
تؤكدان,1
وتفسيرنا,1
ننكر,1
فقاموا,1
يعبرعنها,1
يفيدها,1
تحتاجه,1
واكتفت,1
ووثقت,1
وادرجت,1
متعاون,1
ياديها,1
باطنا,1
مصنفاتنا,1
تتضاهي,1
تزعمها,1
والفلسطينيين,1
سردياتنا,1
يار,1
ومترابطين,1
تذيل,1
والفت,1
توجبهم,1
يعبران,1
واسعين,1
تحررا,1
يمتنعون,1
واستحسان,1
لازمان,1
نجاحاتهم,1
للقرون,1
توازناته,1
اصطلحوا,1
تركيه,1
تقلدت,1
نبالغ,1
نعاني,1
تعريفنا,1
يغفلوا,1
للوثيقتين,1
توترت,1
سيكس,1
سيغما,1
يفتحوا,1
يقدموا,1
واخضعوا,1
وعاداتنا,1
افكارنا,1
مكلفون,1
وسبروا,1
واحكموا,1
فاسسوا,1
توظيفاته,1
وطبقنا,1
تتعرف,1
نقرر,1
سلمنا,1
تنتظرينني,1
يديره,1
تؤخر,1
عاين,1
شاءوا,1
يجيزوه,1
فاجازوا,1
ماهرين,1
تعبيراتهم,1
فرغبت,1
يعينه,1
تفضيله,1
يصبحاالنسان,1
تصير,1
تتلاحم,1
اضحينا,1
وعالجت,1
رهينا,1
تسويقه,1
تيشيت,1
يتمكنون,1
تتقبلها,1
تكديسها,1
استوجبوا,1
واتسمت,1
تسلك,1
ودراستنا,1
نفعي,1
تشييدها,1
بسلطتين,1
تغزوها,1
بالعصيان,1
وابرمت,1
حيثتم,1
توحيديتها,1
اهرمان,1
نبيا,1
نتيجته,1
حاجياتنا,1
يسيجان,1
قضائنا,1
عبرنا,1
وحرمانا,1
نفسر,1
والزوجين,1
نعتتها,1
يعرضون,1
نطلق,1
ولاكان,1
تمكنتا,1
يردعوهم,1
فردت,1
سريريا,1
تلم,1
يتخطون,1
يبعدها,1
والمسافرين,1
والمسافرون,1
فالثابت,1
يترجمون,1
للجنسين,1
وباطنا,1
وتلوين,1
تفاسيره,1
للاستاذين,1
سكون,1
سيعمل,1
تفريط,1
تخبط,1
يشرع,1
تقلصا,1
تثقلها,1
لمسؤولين,1
نتطلع,1
ختم,1
تماهت,1
توقيف,1
يهمشه,1
نفوره,1
والمهمشين,1
للمست,1
ويمتلكون,1
سلسلته,1
نيف,1
ساعرض,1
يتجشمها,1
وسلكت,1
يستكثر,1
تطعيمها,1
سيتبناها,1
تطرقها,1
تواضع,1
ينقذون,1
وينتقدوا,1
ليتكلموا,1
ومحورين,1
وراحوا,1
فاختفوا,1
يقيهم,1
وانطلقنا,1
بالمنظرين,1
تعددي,1
تريهه,1
نصفهابالاستعماريه,1
ييالتي,1
لتغيت,1
تدثل,1
يدفا,1
يفتشون,1
لزتفت,1
ليشرفوا,1
لاعيان,1
وديان,1
وبردان,1
والاوان,1
سالف,1
مدعين,1
لراسين,1
كللت,1
تنازعا,1
يدكن,1
نوعمعت,1
بمعت,1
كمحوريين,1
تستدرك,1
مروا,1
تعريفين,1
ووقفت,1
فبنت,1
تحاصر,1
فراحت,1
تيمم,1
يزورها,1
حاسمتين,1
نقاشها,1
يساهموا,1
انتكست,1
رسولنا,1
نبينا,1
يرث,1
باحسان,1
يهده,1
اعمالنا,1
شيخنا,1
تضخما,1
تستقم,1
واتقانا,1
ينغمسون,1
ساهمه,1
فبتعرضنا,1
وثبت,1
تصميماتهم,1
معماريين,1
مهندسين,1
لاستبيان,1
نافعه,1
اطارين,1
يمتح,1
فتت,1
بارعين,1
لمفكرين,1
نشرك,1
فحين,1
تفضلا,1
لمسنا,1
تثويره,1
تمار,1
تلح,1
يبوء,1
يعانيان,1
مكبوت,1
تنبش,1
اتصلت,1
يحدونا,1
وقرروا,1
ويعانين,1
اكملوا,1
سمراء,1
لغتين,1
تقارع,1
تتوارثه,1
نسال,1
نحمده,1
تداخال,1
والخفيين,1
توحيدي,1
استخلصنا,1
يقدرها,1
نزولا,1
االخرين,1
دالالت,1
تدارسها,1
تقرض,1
يتلو,1
استمعوا,1
فخصصنا,1
فستان,1
استظلت,1
مغربنا,1
تصنفها,1
تتدهور,1
تراها,1
يدها,1
للحرمان,1
للحفصيين,1
يلقيه,1
تطلها,1
ينظروا,1
يتعرفوا,1
يقفوا,1
ميدانين,1
لتغزوت,1
خمسون,1
قياسيان,1
استبيانان,1
والناقلين,1
تدويني,1
تصعيب,1
يحشد,1
يتجزاان,1
لمحنا,1
سيتضافر,1
سنده,1
ستقترح,1
يبطئ,1
تصمد,1
والمتعاونين,1
كرياضيين,1
زعزعت,1
تشريدهم,1
وتعرضوا,1
والمستكشفين,1
للمستشرفين,1
يدرسه,1
يتجنبا,1
ييعالج,1
يعبده,1
تحريضي,1
يكتنز,1
يستكشفها,1
بتركيزنا,1
تحددتا,1
ليشملوا,1
تتنازل,1
تعدديتها,1
واخذين,1
تقسيماته,1
والاحتقان,1
اقتصرنا,1
ويتطلبان,1
ينتاب,1
يتولون,1
ايدنا,1
نقحم,1
والكافيين,1
يقوضها,1
تشبع,1
وعمقت,1
جابت,1
ليشكلوا,1
تستقطبهم,1
تهدده,1
يكرسه,1
اثاروا,1
تعريفي,1
تنعزل,1
يعتقدن,1
ياكل,1
تسودها,1
والمسترشدين,1
تالقه,1
تتغلب,1
ليبقوا,1
بتاريخنا,1
تظفر,1
تنافي,1
نهش,1
ترزح,1
تباشير,1
تنصح,1
ستواصل,1
بالنسيان,1
فبدون,1
ويستمتعوا,1
يتفاعلوا,1
يتوسلون,1
تالفا,1
وركزنا,1
مشرفين,1
يضطرون,1
نسيجيه,1
تعدؤ,1
يتجاوزها,1
يبوب,1
نتعلمه,1
وملتزمين,1
وارست,1
لحنا,1
كافحت,1
تمجيد,1
تعسفاتها,1
نثير,1
كمكانين,1
مبدئين,1
سكسونيه,1
توجت,1
نواحياملعرفه,1
استقرانا,1
والفرعين,1
نسختيهما,1
واتزانا,1
لمفهومين,1
نطقيه,1
نغمه,1
تخالفه,1
كالقانونين,1
تتاصل,1
تقاطعا,1
وتمسكت,1
سيجعل,1
فتعرضت,1
لفنجستون,1
نشاطهما,1
نسميها,1
يتلاعب,1
تمايزه,1
تحصر,1
بالعاملين,1
سعوديه,1
منحوا,1
سمعها,1
ينطقها,1
يشب,1
ينطق,1
نعيم,1
متطلعين,1
يروحون,1
يغدون,1
ولبثت,1
ادران,1
للمكتبتين,1
يقربها,1
يطبقه,1
ورائدين,1
كمبتكرين,1
يتملك,1
وياقوت,1
توبيخه,1
يتقنه,1
تحملت,1
يشوه,1
يغيروا,1
لورقتنا,1
نقشه,1
تيغنتورين,1
تاكم,1
يشينها,1
تضاؤل,1
نخضعها,1
سدي,1
يستقون,1
ومعينا,1
تسابق,1
انجرفت,1
نموذجاهدف,1
لحسين,1
تنسيقيا,1
درسواواحتكوا,1
فبذلوا,1
نظيرله,1
واجتهدوا,1
سريانها,1
نزاعا,1
يؤجج,1
للاخمينيين,1
للمفاوضين,1
ويوجهنا,1
تبع,1
ندمج,1
نطرحه,1
يكابده,1
نعلق,1
نهتدي,1
جتمعت,1
نظراسلامي,1
محدودان,1
تصعيده,1
مستثمرين,1
تشريد,1
تزكيها,1
ليتبوا,1
تناميها,1
فتجلت,1
تبرعيه,1
فسعت,1
توصله,1
تذوقهم,1
تفرقها,1
ننهل,1
فاقتربت,1
امنوا,1
وسجون,1
تكسبه,1
تلكمالميادين,1
وتبادرت,1
والروائيين,1
فتداخلت,1
بالقرون,1
تراكمت,1
وسهرت,1
نقبت,1
نثمنه,1
ويمهدون,1
تباعده,1
بالبراهين,1
تنفق,1
يبعثون,1
متصارعتين,1
تغمرني,1
تفاقما,1
سكنتها,1
تلاحق,1
نحصرت,1
واتممت,1
اكملت,1
كتبنا,1
نقدمه,1
يسرق,1
نتدخل,1
نحترم,1
فضلنا,1
يجهز,1
تليق,1
يطابق,1
تحيزا,1
تتنامي,1
مفترضين,1
نضاليا,1
يتقصي,1
سيترك,1
سيمنحها,1
هاذين,1
لغويتين,1
بالمدنيين,1
كسبت,1
تحظيان,1
يعانق,1
يلاحظون,1
جزائرتين,1
تشبث,1
تكنلوجيا,1
تستانف,1
تحيكمها,1
ورضيتم,1
نعمتي,1
ترصني,1
ومساهمين,1
نافعين,1
يشاهدوه,1
ينفذها,1
والعالميين,1
والاخصائيون,1
والاداريون,1
ميدانيين,1
تقلبهم,1
تجاوزهم,1
ومفيدين,1
تتماوج,1
تغزوه,1
تزاوجيه,1
تخطط,1
وارتحلوا,1
حلوا,1
وعرفوا,1
تجولهم,1
زنا,1
وقفنا,1
ازمتنا,1
واملثقفون,1
املفكرون,1
مجاالت,1
عاملنا,1
ومستشرقين,1
ناصرت,1
امينا,1
والتلمسانيين,1
االنسانوالكون,1
نواميسها,1
لجوليان,1
تواؤمه,1
توسعاتها,1
والمطلعين,1
رغبتنا,1
فاصبحنا,1
يتنفس,1
نافله,1
ترحيلها,1
ياتون,1
ويخطئون,1
تخامر,1
ومتدين,1
سفرا,1
تفلح,1
خولت,1
بتمكين,1
والممثلين,1
اعتباريين,1
والمغفلين,1
وقفوا,1
تخطتها,1
يشتد,1
سيرفكوال,1
اشرنا,1
تقسيما,1
معنون,1
يذلل,1
يطل,1
بموازين,1
سيقصر,1
تقليلا,1
تختلط,1
مكاهنا,1
يلهمه,1
بابطين,1
محدودين,1
والاسرائيليين,1
توطينهم,1
هجروا,1
للمدرستين,1
يئول,1
تضمها,1
بالولدان,1
لقدرتنا,1
نسبتي,1
تصديريه,1
يساعدون,1
يفلت,1
نفسهاوعن,1
ستستعرض,1
يجاز,1
ينفض,1
نرتكز,1
ترت,1
سيجد,1
اختفت,1
انهينا,1
تناصص,1
تحدثنا,1
مكينا,1
نفصله,1
والمناضلين,1
للنورمانيين,1
وتقدمان,1
تسهمان,1
يستعملها,1
تعاليمها,1
فتنوعت,1
نلامس,1
نتسلح,1
يدخروا,1
تثقيفي,1
تصعيدا,1
اعيانا,1
وعضوا,1
تلبس,1
دابت,1
تضافرا,1
جبان,1
يتحققها,1
نقصها,1
نمطين,1
سمفونيه,1
تذرعت,1
سياداتها,1
ستعملت,1
تلويثا,1
نعتقد,1
اجنبيتان,1
واثنتان,1
نتائجهما,1
يكتنفها,1
يستجيبون,1
يهمني,1
يعجب,1
فقاسوا,1
تتلاعب,1
واستفادوا,1
يندر,1
يتخذوا,1
يدر,1
يتناولون,1
يقولها,1
نشب,1
محسنا,1
تمزيق,1
تكالب,1
تحتله,1
منهجيتان,1
تدؿ,1
تنتقي,1
واديان,1
تقديرتعسف,1
متابعتنا,1
ويتفاعلون,1
يتحركون,1
سماويه,1
تقاريره,1
يستقبل,1
رجلان,1
وطننا,1
تاطيرهم,1
يتلاحم,1
واضحين,1
رجحان,1
تتباعد,1
يعاديهما,1
ربنا,1
تونسيه,1
فهماالتزامان,1
تقريبي,1
وعمران,1
تطبع,1
تشتتا,1
تذكيره,1
تمه,1
تتعسف,1
يؤيده,1
نشاوا,1
تجترح,1
تخليق,1
نتعامل,1
تسطرها,1
واعين,1
يفجر,1
تعانيان,1
فدراستنا,1
نلحظه,1
وتبنت,1
نفسيته,1
سلاميه,1
تجلبها,1
واقتران,1
فانتشرت,1
فازدهرت,1
تازيم,1
مقموعون,1
تشخصها,1
بالسلطتين,1
تغلغله,1
للنكت,1
ستين,1
سياجا,1
سحيق,1
ههنا,1
والقاصرين,1
نظميه,1
ترشيديه,1
رتاينا,1
تعاملاتهما,1
يستتبعها,1
تكشفه,1
يبجلون,1
ترغيب,1
نمطيا,1
تقيها,1
تعريبيه,1
توطن,1
تراصت,1
نقوشها,1
وكتبت,1
وتعدت,1
يلعبن,1
تمهيدي,1
قويين,1
سلاحين,1
تشويهها,1
تراءي,1
يناقشان,1
تؤهل,1
نطلاقا,1
تركهم,1
تلقائيتها,1
وبعثت,1
ويتغنوا,1
يقدسوا,1
والوصفيين,1
هامتين,1
تعطله,1
تاجرا,1
للمتلقيين,1
تعويلا,1
تستفهم,1
هدانا,1
يسافر,1
تعيينهم,1
يخرجانها,1
اعززت,1
تغرس,1
ستعطي,1
فاحدثت,1
روتينا,1
تتجاذبه,1
تتمفصل,1
يتدارس,1
تمشيفوق,1
تكسوقمه,1
سنينالعار,1
نقاشيه,1
متعاونين,1
كعنوان,1
سيشعر,1
بالسنين,1
يخض,1
رين,1
وتلحين,1
يستدعيها,1
يسمو,1
تسلسليه,1
تحملوا,1
قريبين,1
تبعها,1
يلفظ,1
ساعدتها,1
تضامنا,1
تمسح,1
بالتكتم,1
سبانيير,1
لمهارتين,1
تشكيلي,1
متلاحمين,1
ومبينا,1
تفكرا,1
تحضيريه,1
استعملت,1
يتوافقون,1
اعتبرنا,1
تضخمت,1
يلاءم,1
مكننا,1
ستندت,1
تغريبها,1
وهبوا,1
يتدرب,1
تكيفيه,1
يغنيان,1
فاحسنت,1
ايقنت,1
ستثمار,1
اسهبت,1
ويوطدان,1
يثريان,1
تتطابق,1
وبحثنا,1
تفضيلهم,1
تنتفي,1
توصوا,1
تحاوره,1
نوستالجيه,1
تحكما,1
تلائمه,1
وترسخت,1
يتوسع,1
يرتد,1
وسنبين,1
نضالي,1
استعنا,1
تضمرها,1
فاضت,1
تحبيس,1
متفشيين,1
ساعدها,1
تاليفيه,1
ابداعنا,1
سوسيومتريه,1
تدويرا,1
يخرقون,1
ينفذ,1
واستعملنا,1
توزعهم,1
لليونانيين,1
يقودون,1
ويقدمون,1
يتوسطون,1
سباتها,1
تدقيقي,1
يتولد,1
تزودها,1
واستعيدت,1
ينغمس,1
تحيزها,1
وروائيين,1
ناظم,1
تابعيه,1
نسيانا,1
نزعتها,1
وابرزوا,1
اشتغلوا,1
سعتها,1
يمدنا,1
يردد,1
لاحسان,1
وبيت,1
بالملكانيين,1
تلفظه,1
يؤسسون,1
صادفنا,1
وراينا,1
يدركه,1
ترزخ,1
يكف,1
تخطو,1
يوضحون,1
ملمين,1
لاثنين,1
تدريباتها,1
سعادته,1
تشريحا,1
تمظهرا,1
سكريه,1
نعنيه,1
نظهره,1
تعافيهم,1
ناظما,1
سنختتم,1
يتباري,1
صياغتين,1
ستتدهور,1
تحبيسها,1
بايران,1
تنظيمهم,1
سبكت,1
لنظامين,1
بالتباين,1
تعاريف,1
تحجيمها,1
انتهكت,1
يستشف,1
يحتله,1
والتشيكيين,1
نلج,1
كوكبنا,1
نقاشاتهما,1
تحملان,1
اصليتين,1
كمرجعيتين,1
ولاحظت,1
جديدتان,1
دوليتان,1
محكمتان,1
لجئوا,1
والهجين,1
اخضعت,1
يرتادها,1
ولتثمين,1
ينتجان,1
لوحتين,1
علمائنا,1
محاورين,1
تخلد,1
وصنفوا,1
تفرز,1
تراثهن,1
تجسر,1
ستراوس,1
يؤهل,1
والوطنيين,1
والمساعدين,1
تقريريه,1
تورطهم,1
ستقتصر,1
نوجه,1
قوانيننا,1
يتفكرون,1
يغزوه,1
يتحدا,1
نسبيين,1
تطلعاتهن,1
تشييء,1
مستترين,1
وتعهدت,1
ساكسوني,1
استعصت,1
وحين,1
تبصر,1
هللوا,1
تعودنا,1
يلتصق,1
نصيته,1
نحددها,1
مبتغانا,1
نهضت,1
اميرين,1
استنادنا,1
